,comm_id,leg_id
2311,SLET,I000055
2312,SLET,R000307
2313,SLET,R000584
2314,SLET,C001088
2315,SLET,S001194
2316,SLET,S001181
2317,SLIA,H001061
2318,SLIA,B001261
2319,SLIA,M001153
2320,SLIA,L000575
2321,SLIA,D000618
2322,SLIA,M001197
2323,SLIA,M000934
2324,SLIA,U000039
2325,SLIA,C000127
2326,SLIA,T000464
2327,SLIA,S001194
2328,SLIA,C001113
2329,SLIA,S001203
2330,SLIN,B001135
2331,SLIN,R000584
2332,SLIN,R000595
2333,SLIN,C001035
2334,SLIN,B000575
2335,SLIN,C001095
2336,SLIN,C001056
2337,SLIN,S001197
2338,SLIN,M000355
2339,SLIN,I000024
2340,SLIN,W000805
2341,SLIN,F000062
2342,SLIN,W000779
2343,SLIN,H001046
2344,SLIN,K000383
2345,SLIN,H001075
2346,SLIN,B001267
2347,SLIN,S000148
2348,SLIN,R000122
2349,SPAG,C001035
2350,SPAG,S001184
2351,SPAG,B001135
2352,SPAG,M001197
2353,SPAG,R000595
2354,SPAG,H001089
2355,SPAG,B001310
2356,SPAG,S001217
2357,SPAG,C001070
2358,SPAG,G000555
2359,SPAG,B001277
2360,SPAG,W000817
2361,SPAG,J000300
2362,SPAG,S001191
2363,SPAG,R000608
2364,SSAF,R000307
2365,SSAF,M000355
2366,SSAF,B001236
2367,SSAF,H001061
2368,SSAF,E000295
2369,SSAF,H001079
2370,SSAF,B001310
2371,SSAF,P000612
2372,SSAF,G000386
2373,SSAF,T000250
2374,SSAF,F000463
2375,SSAF,S000770
2376,SSAF,L000174
2377,SSAF,B000944
2378,SSAF,K000367
2379,SSAF,B001267
2380,SSAF,G000555
2381,SSAF,C001070
2382,SSAF,S001203
2383,SSAF,D000563
2384,SSAF13,B001236
2385,SSAF13,M000355
2386,SSAF13,H001061
2387,SSAF13,H001079
2388,SSAF13,P000612
2389,SSAF13,G000386
2390,SSAF13,R000307
2391,SSAF13,B000944
2392,SSAF13,B001267
2393,SSAF13,G000555
2394,SSAF13,S001203
2395,SSAF13,D000563
2396,SSAF13,S000770
2397,SSAF14,B001310
2398,SSAF14,B001236
2399,SSAF14,H001079
2400,SSAF14,P000612
2401,SSAF14,G000386
2402,SSAF14,T000250
2403,SSAF14,R000307
2404,SSAF14,B001267
2405,SSAF14,L000174
2406,SSAF14,K000367
2407,SSAF14,C001070
2408,SSAF14,D000563
2409,SSAF14,S000770
2410,SSAF15,E000295
2411,SSAF15,M000355
2412,SSAF15,H001061
2413,SSAF15,B001310
2414,SSAF15,T000250
2415,SSAF15,F000463
2416,SSAF15,R000307
2417,SSAF15,S001203
2418,SSAF15,B000944
2419,SSAF15,K000367
2420,SSAF15,B001267
2421,SSAF15,D000563
2422,SSAF15,S000770
2423,SSAF16,F000463
2424,SSAF16,M000355
2425,SSAF16,B001236
2426,SSAF16,H001061
2427,SSAF16,E000295
2428,SSAF16,T000250
2429,SSAF16,R000307
2430,SSAF16,C001070
2431,SSAF16,L000174
2432,SSAF16,B000944
2433,SSAF16,K000367
2434,SSAF16,G000555
2435,SSAF16,S000770
2436,SSAF17,H001079
2437,SSAF17,E000295
2438,SSAF17,B001310
2439,SSAF17,P000612
2440,SSAF17,G000386
2441,SSAF17,F000463
2442,SSAF17,R000307
2443,SSAF17,G000555
2444,SSAF17,L000174
2445,SSAF17,K000367
2446,SSAF17,C001070
2447,SSAF17,S001203
2448,SSAF17,S000770
2449,SSAP,S000320
2450,SSAP,M000355
2451,SSAP,A000360
2452,SSAP,C001035
2453,SSAP,M001153
2454,SSAP,G000359
2455,SSAP,B000575
2456,SSAP,M000934
2457,SSAP,H001061
2458,SSAP,B001236
2459,SSAP,C001047
2460,SSAP,K000393
2461,SSAP,H001079
2462,SSAP,D000618
2463,SSAP,R000595
2464,SSAP,L000575
2465,SSAP,L000174
2466,SSAP,M001111
2467,SSAP,F000062
2468,SSAP,D000563
2469,SSAP,R000122
2470,SSAP,T000464
2471,SSAP,U000039
2472,SSAP,S001181
2473,SSAP,M001176
2474,SSAP,C001088
2475,SSAP,S001194
2476,SSAP,B001230
2477,SSAP,M001169
2478,SSAP,M001183
2479,SSAP,V000128
2480,SSAP01,H001061
2481,SSAP01,M000355
2482,SSAP01,C001035
2483,SSAP01,B000575
2484,SSAP01,M000934
2485,SSAP01,H001079
2486,SSAP01,K000393
2487,SSAP01,S000320
2488,SSAP01,M001176
2489,SSAP01,F000062
2490,SSAP01,T000464
2491,SSAP01,U000039
2492,SSAP01,L000174
2493,SSAP01,B001230
2494,SSAP02,S000320
2495,SSAP02,M000355
2496,SSAP02,A000360
2497,SSAP02,C001035
2498,SSAP02,M001153
2499,SSAP02,G000359
2500,SSAP02,B000575
2501,SSAP02,M000934
2502,SSAP02,H001061
2503,SSAP02,B001236
2504,SSAP02,D000563
2505,SSAP02,L000174
2506,SSAP02,F000062
2507,SSAP02,M001111
2508,SSAP02,R000122
2509,SSAP02,T000464
2510,SSAP02,U000039
2511,SSAP02,S001194
2512,SSAP02,B001230
2513,SSAP08,H001079
2514,SSAP08,S000320
2515,SSAP08,L000575
2516,SSAP08,M001169
2517,SSAP08,V000128
2518,SSAP08,L000174
2519,SSAP14,C001047
2520,SSAP14,S000320
2521,SSAP14,M001153
2522,SSAP14,H001061
2523,SSAP14,K000393
2524,SSAP14,H001079
2525,SSAP14,L000575
2526,SSAP14,T000464
2527,SSAP14,S001181
2528,SSAP14,L000174
2529,SSAP14,M001111
2530,SSAP14,B001230
2531,SSAP14,M001183
2532,SSAP16,M000934
2533,SSAP16,A000360
2534,SSAP16,M001153
2535,SSAP16,C001035
2536,SSAP16,G000359
2537,SSAP16,B001236
2538,SSAP16,C001047
2539,SSAP16,K000393
2540,SSAP16,R000595
2541,SSAP16,S000320
2542,SSAP16,S001181
2543,SSAP16,L000174
2544,SSAP16,F000062
2545,SSAP16,R000122
2546,SSAP16,C001088
2547,SSAP16,S001194
2548,SSAP16,M001183
2549,SSAP16,V000128
2550,SSAP17,M001153
2551,SSAP17,A000360
2552,SSAP17,B000575
2553,SSAP17,M000355
2554,SSAP17,C001047
2555,SSAP17,H001079
2556,SSAP17,D000618
2557,SSAP17,R000595
2558,SSAP17,S000320
2559,SSAP17,U000039
2560,SSAP17,F000062
2561,SSAP17,L000174
2562,SSAP17,R000122
2563,SSAP17,T000464
2564,SSAP17,M001176
2565,SSAP17,V000128
2566,SSAP18,B000575
2567,SSAP18,S000320
2568,SSAP18,A000360
2569,SSAP18,G000359
2570,SSAP18,M000934
2571,SSAP18,C001047
2572,SSAP18,K000393
2573,SSAP18,H001079
2574,SSAP18,R000595
2575,SSAP18,L000575
2576,SSAP18,M001111
2577,SSAP18,D000563
2578,SSAP18,R000122
2579,SSAP18,S001181
2580,SSAP18,M001176
2581,SSAP18,S001194
2582,SSAP18,B001230
2583,SSAP18,M001169
2584,SSAP18,M001183
2585,SSAP18,L000174
2586,SSAP19,B001236
2587,SSAP19,M000355
2588,SSAP19,M001153
2589,SSAP19,H001061
2590,SSAP19,C001035
2591,SSAP19,C001047
2592,SSAP19,R000595
2593,SSAP19,D000618
2594,SSAP19,S000320
2595,SSAP19,S001194
2596,SSAP19,T000464
2597,SSAP19,M001111
2598,SSAP19,R000122
2599,SSAP19,U000039
2600,SSAP19,B001230
2601,SSAP19,M001169
2602,SSAP19,L000174
2603,SSAP20,G000359
2604,SSAP20,M000355
2605,SSAP20,B000575
2606,SSAP20,B001236
2607,SSAP20,M000934
2608,SSAP20,R000595
2609,SSAP20,L000575
2610,SSAP20,D000618
2611,SSAP20,S000320
2612,SSAP20,L000174
2613,SSAP20,D000563
2614,SSAP20,S001181
2615,SSAP20,C001088
2616,SSAP20,M001176
2617,SSAP20,M001169
2618,SSAP20,V000128
2619,SSAP22,A000360
2620,SSAP22,M000355
2621,SSAP22,S000320
2622,SSAP22,C001035
2623,SSAP22,M001153
2624,SSAP22,G000359
2625,SSAP22,H001061
2626,SSAP22,K000393
2627,SSAP22,H001079
2628,SSAP22,F000062
2629,SSAP22,M001111
2630,SSAP22,T000464
2631,SSAP22,D000563
2632,SSAP22,U000039
2633,SSAP22,S001181
2634,SSAP22,M001176
2635,SSAP22,C001088
2636,SSAP22,L000174
2637,SSAP23,K000393
2638,SSAP23,M000934
2639,SSAP23,B001236
2640,SSAP23,D000618
2641,SSAP23,L000575
2642,SSAP23,S000320
2643,SSAP23,C001088
2644,SSAP23,D000563
2645,SSAP23,M001183
2646,SSAP23,V000128
2647,SSAP23,L000174
2648,SSAP24,C001035
2649,SSAP24,S000320
2650,SSAP24,A000360
2651,SSAP24,B000575
2652,SSAP24,B001236
2653,SSAP24,C001047
2654,SSAP24,G000359
2655,SSAP24,H001061
2656,SSAP24,D000618
2657,SSAP24,R000122
2658,SSAP24,M001111
2659,SSAP24,D000563
2660,SSAP24,F000062
2661,SSAP24,C001088
2662,SSAP24,S001194
2663,SSAP24,M001169
2664,SSAP24,M001183
2665,SSAP24,L000174
2666,SSAS,I000024
2667,SSAS,W000437
2668,SSAS,F000463
2669,SSAS,C001095
2670,SSAS,R000605
2671,SSAS,E000295
2672,SSAS,T000476
2673,SSAS,S001198
2674,SSAS,P000612
2675,SSAS,C001096
2676,SSAS,M001197
2677,SSAS,S001217
2678,SSAS,B001243
2679,SSAS,H001089
2680,SSAS,R000122
2681,SSAS,S001181
2682,SSAS,G000555
2683,SSAS,B001277
2684,SSAS,H001042
2685,SSAS,K000384
2686,SSAS,K000383
2687,SSAS,H001046
2688,SSAS,W000817
2689,SSAS,P000595
2690,SSAS,M001183
2691,SSAS,D000622
2692,SSAS,J000300
2693,SSAS13,P000612
2694,SSAS13,W000437
2695,SSAS13,C001095
2696,SSAS13,E000295
2697,SSAS13,T000476
2698,SSAS13,H001089
2699,SSAS13,I000024
2700,SSAS13,H001042
2701,SSAS13,S001181
2702,SSAS13,B001277
2703,SSAS13,K000384
2704,SSAS13,K000383
2705,SSAS13,R000122
2706,SSAS14,C001095
2707,SSAS14,W000437
2708,SSAS14,T000476
2709,SSAS14,S001198
2710,SSAS14,I000024
2711,SSAS14,C001096
2712,SSAS14,M001197
2713,SSAS14,S001217
2714,SSAS14,K000383
2715,SSAS14,B001277
2716,SSAS14,W000817
2717,SSAS14,P000595
2718,SSAS14,D000622
2719,SSAS14,J000300
2720,SSAS14,R000122
2721,SSAS15,S001198
2722,SSAS15,F000463
2723,SSAS15,E000295
2724,SSAS15,P000612
2725,SSAS15,M001197
2726,SSAS15,B001243
2727,SSAS15,I000024
2728,SSAS15,K000384
2729,SSAS15,S001181
2730,SSAS15,H001042
2731,SSAS15,D000622
2732,SSAS15,J000300
2733,SSAS15,R000122
2734,SSAS16,F000463
2735,SSAS16,C001095
2736,SSAS16,R000605
2737,SSAS16,S001198
2738,SSAS16,C001096
2739,SSAS16,H001089
2740,SSAS16,I000024
2741,SSAS16,H001046
2742,SSAS16,K000383
2743,SSAS16,W000817
2744,SSAS16,M001183
2745,SSAS16,J000300
2746,SSAS16,R000122
2747,SSAS17,T000476
2748,SSAS17,R000605
2749,SSAS17,M001197
2750,SSAS17,S001217
2751,SSAS17,I000024
2752,SSAS17,G000555
2753,SSAS17,W000817
2754,SSAS17,D000622
2755,SSAS17,R000122
2756,SSAS20,E000295
2757,SSAS20,F000463
2758,SSAS20,C001096
2759,SSAS20,B001243
2760,SSAS20,H001089
2761,SSAS20,I000024
2762,SSAS20,P000595
2763,SSAS20,S001181
2764,SSAS20,H001042
2765,SSAS20,H001046
2766,SSAS20,R000122
2767,SSAS21,R000605
2768,SSAS21,W000437
2769,SSAS21,P000612
2770,SSAS21,S001217
2771,SSAS21,B001243
2772,SSAS21,I000024
2773,SSAS21,M001183
2774,SSAS21,G000555
2775,SSAS21,B001277
2776,SSAS21,H001046
2777,SSAS21,R000122
2778,SSBK,C000880
2779,SSBK,S000320
2780,SSBK,T000461
2781,SSBK,S001184
2782,SSBK,S001197
2783,SSBK,C001095
2784,SSBK,R000605
2785,SSBK,P000612
2786,SSBK,T000476
2787,SSBK,K000393
2788,SSBK,M001197
2789,SSBK,M000934
2790,SSBK,C001096
2791,SSBK,B000944
2792,SSBK,R000122
2793,SSBK,M000639
2794,SSBK,T000464
2795,SSBK,W000805
2796,SSBK,W000817
2797,SSBK,S001194
2798,SSBK,V000128
2799,SSBK,C001113
2800,SSBK,J000300
2801,SSBK,S001203
2802,SSBK,S001191
2803,SSBK04,T000461
2804,SSBK04,S000320
2805,SSBK04,M001197
2806,SSBK04,S001184
2807,SSBK04,C001095
2808,SSBK04,R000605
2809,SSBK04,P000612
2810,SSBK04,T000476
2811,SSBK04,K000393
2812,SSBK04,C000880
2813,SSBK04,V000128
2814,SSBK04,R000122
2815,SSBK04,M000639
2816,SSBK04,T000464
2817,SSBK04,W000805
2818,SSBK04,W000817
2819,SSBK04,S001203
2820,SSBK04,S001191
2821,SSBK04,B000944
2822,SSBK05,S001197
2823,SSBK05,M001197
2824,SSBK05,M000934
2825,SSBK05,T000461
2826,SSBK05,S001184
2827,SSBK05,C000880
2828,SSBK05,W000805
2829,SSBK05,S001194
2830,SSBK05,V000128
2831,SSBK05,S001191
2832,SSBK05,B000944
2833,SSBK08,S001184
2834,SSBK08,R000605
2835,SSBK08,T000476
2836,SSBK08,K000393
2837,SSBK08,M000934
2838,SSBK08,C001096
2839,SSBK08,S000320
2840,SSBK08,T000461
2841,SSBK08,S001197
2842,SSBK08,C000880
2843,SSBK08,W000817
2844,SSBK08,R000122
2845,SSBK08,T000464
2846,SSBK08,W000805
2847,SSBK08,S001194
2848,SSBK08,V000128
2849,SSBK08,C001113
2850,SSBK08,J000300
2851,SSBK08,B000944
2852,SSBK09,P000612
2853,SSBK09,S000320
2854,SSBK09,C001095
2855,SSBK09,R000605
2856,SSBK09,M001197
2857,SSBK09,M000934
2858,SSBK09,C001096
2859,SSBK09,C000880
2860,SSBK09,M000639
2861,SSBK09,R000122
2862,SSBK09,W000817
2863,SSBK09,C001113
2864,SSBK09,J000300
2865,SSBK09,S001203
2866,SSBK09,B000944
2867,SSBK12,C001095
2868,SSBK12,C001096
2869,SSBK12,S001197
2870,SSBK12,P000612
2871,SSBK12,T000476
2872,SSBK12,K000393
2873,SSBK12,C000880
2874,SSBK12,C001113
2875,SSBK12,M000639
2876,SSBK12,J000300
2877,SSBK12,S001203
2878,SSBK12,S001191
2879,SSBK12,B000944
2880,SSBU,E000285
2881,SSBU,G000386
2882,SSBU,C000880
2883,SSBU,G000359
2884,SSBU,T000461
2885,SSBU,J000293
2886,SSBU,P000612
2887,SSBU,B001310
2888,SSBU,S001217
2889,SSBU,K000393
2890,SSBU,C001096
2891,SSBU,S000033
2892,SSBU,M001111
2893,SSBU,W000779
2894,SSBU,S000770
2895,SSBU,W000802
2896,SSBU,W000805
2897,SSBU,M001176
2898,SSBU,K000384
2899,SSBU,V000128
2900,SSBU,H001075
2901,SSCM,W000437
2902,SSCM,T000250
2903,SSCM,B000575
2904,SSCM,C001098
2905,SSCM,F000463
2906,SSCM,M000934
2907,SSCM,S001198
2908,SSCM,G000562
2909,SSCM,B001243
2910,SSCM,C001047
2911,SSCM,L000577
2912,SSCM,J000293
2913,SSCM,Y000064
2914,SSCM,S001217
2915,SSCM,C000127
2916,SSCM,K000367
2917,SSCM,B001277
2918,SSCM,S001194
2919,SSCM,M000133
2920,SSCM,U000039
2921,SSCM,P000595
2922,SSCM,B001230
2923,SSCM,D000622
2924,SSCM,T000464
2925,SSCM,S001191
2926,SSCM,R000608
2927,SSCM28,C001098
2928,SSCM28,T000250
2929,SSCM28,B000575
2930,SSCM28,M000934
2931,SSCM28,G000562
2932,SSCM28,B001243
2933,SSCM28,C001047
2934,SSCM28,L000577
2935,SSCM28,W000437
2936,SSCM28,S001191
2937,SSCM28,S001194
2938,SSCM28,U000039
2939,SSCM28,P000595
2940,SSCM28,D000622
2941,SSCM28,T000464
2942,SSCM28,R000608
2943,SSCM28,C000127
2944,SSCM29,M000934
2945,SSCM29,T000250
2946,SSCM29,F000463
2947,SSCM29,S001198
2948,SSCM29,B001243
2949,SSCM29,C001047
2950,SSCM29,L000577
2951,SSCM29,J000293
2952,SSCM29,Y000064
2953,SSCM29,W000437
2954,SSCM29,B001277
2955,SSCM29,K000367
2956,SSCM29,S001194
2957,SSCM29,M000133
2958,SSCM29,U000039
2959,SSCM29,B001230
2960,SSCM29,S001191
2961,SSCM29,R000608
2962,SSCM29,C000127
2963,SSCM30,G000562
2964,SSCM30,C001098
2965,SSCM30,S001198
2966,SSCM30,J000293
2967,SSCM30,S001217
2968,SSCM30,W000437
2969,SSCM30,B001230
2970,SSCM30,B001277
2971,SSCM30,S001194
2972,SSCM30,P000595
2973,SSCM30,C000127
2974,SSCM32,F000463
2975,SSCM32,T000250
2976,SSCM32,B000575
2977,SSCM32,M000934
2978,SSCM32,G000562
2979,SSCM32,C001047
2980,SSCM32,Y000064
2981,SSCM32,S001217
2982,SSCM32,W000437
2983,SSCM32,D000622
2984,SSCM32,K000367
2985,SSCM32,B001277
2986,SSCM32,M000133
2987,SSCM32,U000039
2988,SSCM32,P000595
2989,SSCM32,B001230
2990,SSCM32,C000127
2991,SSCM26,T000250
2992,SSCM26,B000575
2993,SSCM26,C001098
2994,SSCM26,F000463
2995,SSCM26,M000934
2996,SSCM26,S001198
2997,SSCM26,G000562
2998,SSCM26,B001243
2999,SSCM26,C001047
3000,SSCM26,L000577
3001,SSCM26,J000293
3002,SSCM26,Y000064
3003,SSCM26,S001217
3004,SSCM26,W000437
3005,SSCM26,S001194
3006,SSCM26,K000367
3007,SSCM26,B001277
3008,SSCM26,M000133
3009,SSCM26,U000039
3010,SSCM26,P000595
3011,SSCM26,B001230
3012,SSCM26,D000622
3013,SSCM26,T000464
3014,SSCM26,S001191
3015,SSCM26,R000608
3016,SSCM26,C000127
3017,SSEG,M001153
3018,SSEG,B001261
3019,SSEG,R000584
3020,SSEG,L000577
3021,SSEG,D000618
3022,SSEG,C001075
3023,SSEG,G000562
3024,SSEG,H001079
3025,SSEG,M001197
3026,SSEG,A000360
3027,SSEG,H001061
3028,SSEG,M001183
3029,SSEG,W000779
3030,SSEG,C000127
3031,SSEG,S000033
3032,SSEG,S000770
3033,SSEG,H001046
3034,SSEG,H001042
3035,SSEG,K000383
3036,SSEG,C001113
3037,SSEG01,C001075
3038,SSEG01,R000584
3039,SSEG01,L000577
3040,SSEG01,D000618
3041,SSEG01,G000562
3042,SSEG01,H001079
3043,SSEG01,M001197
3044,SSEG01,A000360
3045,SSEG01,H001061
3046,SSEG01,M001153
3047,SSEG01,H001046
3048,SSEG01,W000779
3049,SSEG01,C000127
3050,SSEG01,S000033
3051,SSEG01,S000770
3052,SSEG01,H001042
3053,SSEG01,K000383
3054,SSEG01,C001113
3055,SSEG01,M001183
3056,SSEG03,L000577
3057,SSEG03,B001261
3058,SSEG03,R000584
3059,SSEG03,D000618
3060,SSEG03,C001075
3061,SSEG03,G000562
3062,SSEG03,H001079
3063,SSEG03,M001197
3064,SSEG03,H001061
3065,SSEG03,M001153
3066,SSEG03,W000779
3067,SSEG03,C000127
3068,SSEG03,S000770
3069,SSEG03,H001046
3070,SSEG03,H001042
3071,SSEG03,K000383
3072,SSEG03,C001113
3073,SSEG03,M001183
3074,SSEG04,D000618
3075,SSEG04,B001261
3076,SSEG04,L000577
3077,SSEG04,G000562
3078,SSEG04,H001079
3079,SSEG04,A000360
3080,SSEG04,H001061
3081,SSEG04,M001153
3082,SSEG04,K000383
3083,SSEG04,S000033
3084,SSEG04,S000770
3085,SSEG04,H001046
3086,SSEG04,H001042
3087,SSEG04,M001183
3088,SSEG07,M001197
3089,SSEG07,B001261
3090,SSEG07,R000584
3091,SSEG07,C001075
3092,SSEG07,G000562
3093,SSEG07,A000360
3094,SSEG07,M001153
3095,SSEG07,C001113
3096,SSEG07,W000779
3097,SSEG07,C000127
3098,SSEG07,S000033
3099,SSEG07,M001183
3100,SSEV,B001261
3101,SSEV,I000024
3102,SSEV,C001047
3103,SSEV,C001096
3104,SSEV,B001310
3105,SSEV,R000605
3106,SSEV,S001198
3107,SSEV,B001236
3108,SSEV,W000437
3109,SSEV,S000320
3110,SSEV,E000295
3111,SSEV,C000174
3112,SSEV,C000141
3113,SSEV,S000033
3114,SSEV,W000802
3115,SSEV,M001176
3116,SSEV,G000555
3117,SSEV,B001288
3118,SSEV,M000133
3119,SSEV,D000622
3120,SSEV,V000128
3121,SSEV08,C001047
3122,SSEV08,I000024
3123,SSEV08,C001096
3124,SSEV08,B001310
3125,SSEV08,R000605
3126,SSEV08,S001198
3127,SSEV08,B001236
3128,SSEV08,W000437
3129,SSEV08,S000320
3130,SSEV08,B001261
3131,SSEV08,C000141
3132,SSEV08,S000033
3133,SSEV08,W000802
3134,SSEV08,M001176
3135,SSEV08,G000555
3136,SSEV08,B001288
3137,SSEV08,M000133
3138,SSEV08,V000128
3139,SSEV08,C000174
3140,SSEV09,R000605
3141,SSEV09,I000024
3142,SSEV09,S000320
3143,SSEV09,E000295
3144,SSEV09,B001261
3145,SSEV09,B001288
3146,SSEV09,G000555
3147,SSEV09,M000133
3148,SSEV09,C000174
3149,SSEV10,B001310
3150,SSEV10,I000024
3151,SSEV10,C001047
3152,SSEV10,C001096
3153,SSEV10,R000605
3154,SSEV10,S001198
3155,SSEV10,B001236
3156,SSEV10,W000437
3157,SSEV10,E000295
3158,SSEV10,B001261
3159,SSEV10,W000802
3160,SSEV10,C000141
3161,SSEV10,S000033
3162,SSEV10,M001176
3163,SSEV10,G000555
3164,SSEV10,B001288
3165,SSEV10,M000133
3166,SSEV10,D000622
3167,SSEV10,C000174
3168,SSEV15,C001096
3169,SSEV15,C001047
3170,SSEV15,B001310
3171,SSEV15,S001198
3172,SSEV15,B001236
3173,SSEV15,W000437
3174,SSEV15,S000320
3175,SSEV15,B001261
3176,SSEV15,D000622
3177,SSEV15,C000141
3178,SSEV15,S000033
3179,SSEV15,W000802
3180,SSEV15,M001176
3181,SSEV15,V000128
3182,SSEV15,C000174
3183,SSFI,G000386
3184,SSFI,C000880
3185,SSFI,R000307
3186,SSFI,E000285
3187,SSFI,C001056
3188,SSFI,T000250
3189,SSFI,B001135
3190,SSFI,I000055
3191,SSFI,P000449
3192,SSFI,T000461
3193,SSFI,S001184
3194,SSFI,C001075
3195,SSFI,L000575
3196,SSFI,D000618
3197,SSFI,Y000064
3198,SSFI,W000779
3199,SSFI,S000770
3200,SSFI,C000127
3201,SSFI,M000639
3202,SSFI,C000174
3203,SSFI,C000141
3204,SSFI,B000944
3205,SSFI,B001267
3206,SSFI,C001070
3207,SSFI,W000805
3208,SSFI,W000802
3209,SSFI,H001076
3210,SSFI,C001113
3211,SSFI02,P000449
3212,SSFI02,G000386
3213,SSFI02,C001075
3214,SSFI02,L000575
3215,SSFI02,Y000064
3216,SSFI02,B000944
3217,SSFI02,B001267
3218,SSFI02,C001070
3219,SSFI02,C001113
3220,SSFI02,W000779
3221,SSFI10,T000461
3222,SSFI10,G000386
3223,SSFI10,R000307
3224,SSFI10,E000285
3225,SSFI10,T000250
3226,SSFI10,B001135
3227,SSFI10,I000055
3228,SSFI10,S001184
3229,SSFI10,C001075
3230,SSFI10,L000575
3231,SSFI10,D000618
3232,SSFI10,Y000064
3233,SSFI10,S000770
3234,SSFI10,C000127
3235,SSFI10,M000639
3236,SSFI10,C000174
3237,SSFI10,C000141
3238,SSFI10,B000944
3239,SSFI10,C001070
3240,SSFI10,W000805
3241,SSFI10,W000802
3242,SSFI10,H001076
3243,SSFI10,C001113
3244,SSFI10,W000779
3245,SSFI11,T000250
3246,SSFI11,C000880
3247,SSFI11,E000285
3248,SSFI11,C001056
3249,SSFI11,B001135
3250,SSFI11,I000055
3251,SSFI11,P000449
3252,SSFI11,T000461
3253,SSFI11,W000805
3254,SSFI11,M000639
3255,SSFI11,C000174
3256,SSFI11,C000141
3257,SSFI11,B001267
3258,SSFI11,W000802
3259,SSFI11,W000779
3260,SSFI12,S001184
3261,SSFI12,G000386
3262,SSFI12,C000880
3263,SSFI12,R000307
3264,SSFI12,E000285
3265,SSFI12,C001056
3266,SSFI12,B001135
3267,SSFI12,D000618
3268,SSFI12,B001267
3269,SSFI12,W000779
3270,SSFI12,C000127
3271,SSFI12,C000174
3272,SSFI12,W000802
3273,SSFI12,H001076
3274,SSFI13,C001056
3275,SSFI13,C000880
3276,SSFI13,R000307
3277,SSFI13,T000250
3278,SSFI13,I000055
3279,SSFI13,P000449
3280,SSFI13,T000461
3281,SSFI13,S001184
3282,SSFI13,C001075
3283,SSFI13,D000618
3284,SSFI13,Y000064
3285,SSFI13,G000386
3286,SSFI13,C001070
3287,SSFI13,W000779
3288,SSFI13,S000770
3289,SSFI13,C000127
3290,SSFI13,M000639
3291,SSFI13,C000141
3292,SSFI13,B000944
3293,SSFI13,W000805
3294,SSFI13,C001113
3295,SSFI14,C001075
3296,SSFI14,S001184
3297,SSFI14,L000575
3298,SSFI14,H001076
3299,SSFI14,W000779
3300,SSFR,R000584
3301,SSFR,R000595
3302,SSFR,J000293
3303,SSFR,G000562
3304,SSFR,R000615
3305,SSFR,G000359
3306,SSFR,I000055
3307,SSFR,B001261
3308,SSFR,P000449
3309,SSFR,P000603
3310,SSFR,Y000064
3311,SSFR,C001098
3312,SSFR,M000639
3313,SSFR,C000141
3314,SSFR,S001181
3315,SSFR,C001088
3316,SSFR,U000039
3317,SSFR,M001169
3318,SSFR,K000384
3319,SSFR,M000133
3320,SSFR,M001176
3321,SSFR,B001288
3322,SSFR01,J000293
3323,SSFR01,B001261
3324,SSFR01,P000449
3325,SSFR01,P000603
3326,SSFR01,R000615
3327,SSFR01,R000584
3328,SSFR01,S001181
3329,SSFR01,M001169
3330,SSFR01,C000141
3331,SSFR01,C001088
3332,SSFR01,M000639
3333,SSFR02,G000562
3334,SSFR02,R000595
3335,SSFR02,J000293
3336,SSFR02,I000055
3337,SSFR02,Y000064
3338,SSFR02,R000584
3339,SSFR02,M000133
3340,SSFR02,C001088
3341,SSFR02,M001176
3342,SSFR02,U000039
3343,SSFR02,M000639
3344,SSFR06,R000595
3345,SSFR06,P000449
3346,SSFR06,C001098
3347,SSFR06,G000562
3348,SSFR06,B001261
3349,SSFR06,R000584
3350,SSFR06,C000141
3351,SSFR06,U000039
3352,SSFR06,S001181
3353,SSFR06,K000384
3354,SSFR06,M000639
3355,SSFR07,R000615
3356,SSFR07,C001098
3357,SSFR07,G000359
3358,SSFR07,G000562
3359,SSFR07,P000603
3360,SSFR07,R000584
3361,SSFR07,M001169
3362,SSFR07,C000141
3363,SSFR07,S001181
3364,SSFR07,K000384
3365,SSFR07,M000639
3366,SSFR09,G000359
3367,SSFR09,I000055
3368,SSFR09,P000449
3369,SSFR09,J000293
3370,SSFR09,C001098
3371,SSFR09,R000584
3372,SSFR09,K000384
3373,SSFR09,C001088
3374,SSFR09,B001288
3375,SSFR09,M001169
3376,SSFR09,M000639
3377,SSFR14,I000055
3378,SSFR14,Y000064
3379,SSFR14,P000603
3380,SSFR14,P000449
3381,SSFR14,R000595
3382,SSFR14,R000584
3383,SSFR14,B001288
3384,SSFR14,M000133
3385,SSFR14,M001176
3386,SSFR14,U000039
3387,SSFR14,M000639
3388,SSFR15,Y000064
3389,SSFR15,R000615
3390,SSFR15,P000603
3391,SSFR15,B001261
3392,SSFR15,G000359
3393,SSFR15,R000584
3394,SSFR15,M001176
3395,SSFR15,U000039
3396,SSFR15,M000133
3397,SSFR15,B001288
3398,SSFR15,M000639
3399,SSGA,J000293
3400,SSGA,P000449
3401,SSGA,P000603
3402,SSGA,L000575
3403,SSGA,R000615
3404,SSGA,S001217
3405,SSGA,E000285
3406,SSGA,H001089
3407,SSGA,P000595
3408,SSGA,C000174
3409,SSGA,H001076
